1.466575181315339904e+01,0.000000000000000000e+00,-3.016059212197033901e+01
1.466575181315339904e+01,0.000000000000000000e+00,-2.951284063613211117e+01
1.595516610895100129e+01,0.000000000000000000e+00,-2.865484825895541121e+01
1.723055667071623276e+01,0.000000000000000000e+00,-2.780651480607686921e+01
1.723055667071623276e+01,0.000000000000000000e+00,-2.716572641953320044e+01
1.849215104528730791e+01,0.000000000000000000e+00,-2.633028961852712513e+01
1.849215104528730791e+01,0.000000000000000000e+00,-2.569291611644771223e+01
1.974017188313409576e+01,0.000000000000000000e+00,-2.487011564578087786e+01
1.974017188313409576e+01,0.000000000000000000e+00,-2.423611354313032251e+01
1.974017188313409576e+01,0.000000000000000000e+00,-2.360211144047976006e+01
1.974017188313409576e+01,0.000000000000000000e+00,-2.296810933782920472e+01
1.974017188313409576e+01,0.000000000000000000e+00,-2.233410723517863516e+01
1.974017188313409576e+01,0.000000000000000000e+00,-2.170010513252807982e+01
2.097483706935395986e+01,0.000000000000000000e+00,-2.090300093189952690e+01
2.097483706935395986e+01,0.000000000000000000e+00,-2.027232744349341687e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.964165395508730683e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.901098046668119679e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.838030697827507964e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.774963348986896605e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.711896000146285601e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.648828651305673887e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.585761302465063238e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.522693953624451169e+01
2.097483706935395986e+01,0.000000000000000000e+00,-1.459626604783840520e+01
1.974017188313409576e+01,0.000000000000000000e+00,-1.409207990072133754e+01
1.974017188313409576e+01,0.000000000000000000e+00,-1.345807779807077864e+01
1.974017188313409576e+01,0.000000000000000000e+00,-1.282407569542021619e+01
1.974017188313409576e+01,0.000000000000000000e+00,-1.219007359276965374e+01
1.849215104528730791e+01,0.000000000000000000e+00,-1.167069907070039037e+01
1.974017188313409576e+01,0.000000000000000000e+00,-1.092206938746853595e+01
1.974017188313409576e+01,0.000000000000000000e+00,-1.028806728481796640e+01
1.974017188313409576e+01,0.000000000000000000e+00,-9.654065182167407499e+00
1.974017188313409576e+01,0.000000000000000000e+00,-9.020063079516845050e+00
1.849215104528730791e+01,0.000000000000000000e+00,-8.483831560303276120e+00
2.097483706935395986e+01,0.000000000000000000e+00,-7.658857675371162799e+00
2.219635985048433469e+01,0.000000000000000000e+00,-6.939448302918378886e+00
2.097483706935395986e+01,0.000000000000000000e+00,-6.397510698558939168e+00
1.974017188313409576e+01,0.000000000000000000e+00,-5.850052566264039910e+00
1.849215104528730791e+01,0.000000000000000000e+00,-5.296964049906158323e+00
1.849215104528730791e+01,0.000000000000000000e+00,-4.659590547826738316e+00
1.849215104528730791e+01,0.000000000000000000e+00,-4.022217045747311204e+00
2.219635985048433469e+01,0.000000000000000000e+00,-3.175126457825404813e+00
2.097483706935395986e+01,0.000000000000000000e+00,-2.613469768122255843e+00
1.974017188313409576e+01,0.000000000000000000e+00,-2.046039950360668769e+00
1.974017188313409576e+01,0.000000000000000000e+00,-1.412037847710108096e+00
1.849215104528730791e+01,0.000000000000000000e+00,-8.353495353501951826e-01
1.849215104528730791e+01,0.000000000000000000e+00,-1.979760332707716231e-01
1.974017188313409576e+01,0.000000000000000000e+00,4.899684602415774748e-01
1.849215104528730791e+01,0.000000000000000000e+00,1.076770970888071943e+00
1.974017188313409576e+01,0.000000000000000000e+00,1.757972665542698820e+00
1.974017188313409576e+01,0.000000000000000000e+00,2.391974768193261269e+00
1.849215104528730791e+01,0.000000000000000000e+00,2.988891477126344398e+00
1.974017188313409576e+01,0.000000000000000000e+00,3.659978973494386167e+00
1.974017188313409576e+01,0.000000000000000000e+00,4.293981076144945952e+00
1.974017188313409576e+01,0.000000000000000000e+00,4.927983178795508401e+00
1.849215104528730791e+01,0.000000000000000000e+00,5.538385485444035972e+00
2.097483706935395986e+01,0.000000000000000000e+00,6.215959069563322892e+00
2.097483706935395986e+01,0.000000000000000000e+00,6.846632557969435595e+00
2.097483706935395986e+01,0.000000000000000000e+00,7.477306046375549187e+00
1.974017188313409576e+01,0.000000000000000000e+00,9.365997897349439327e+00
1.974017188313409576e+01,0.000000000000000000e+00,1.000000000000000000e+01
1.974017188313409576e+01,0.000000000000000000e+00,1.063400210265056067e+01
2.389803945408947250e+00,0.000000000000000000e+00,2.693383061457726413e+01
2.389803945408947250e+00,0.000000000000000000e+00,2.758513179206100219e+01
